feature1,feature2,...,label,predicted_label,prob_cluster0,prob_cluster1,prob_cluster2,prob_cluster3,prob_cluster4,prob_cluster5,prob_cluster6,prob_cluster7,prob_cluster8,prob_cluster9
4.17918,-3.92447,6.1092,8.86518,-6.37462,1.54698,3.13377,0.667095,-5.59791,9.02733,-0.789144,7.27203,4.52192,-3.95432,6.98712,-1.45929,8.93163,2.00586,6.33867,3.88902,5,3,0,0,2.87708e-254,1,4.71628e-97,0,1.951e-271,8.37848e-275,0,6.93771e-271
4.92281,2.17796,8.86992,2.29369,-2.23448,1.88551,-9.12542,-2.6046,3.18008,-5.41865,2.87615,-1.1437,-7.16604,-3.82744,2.83082,2.20745,1.19836,2.6428,4.31125,-1.22753,6,4,8.01712e-196,8.92112e-206,9.74956e-218,2.00046e-25,1,1.76068e-303,1.1336e-264,7.23575e-245,0,1.08266e-186
2.77639,-5.40995,4.17794,7.831,-5.9357,1.48513,0.710558,1.69255,-6.58053,8.80312,-1.7096,7.9249,4.31112,-3.8902,7.33389,-0.973387,8.71065,3.22059,6.20279,4.38248,5,3,0,0,1.08604e-242,1,7.07683e-91,0,4.88434e-270,1.01311e-260,0,6.96363e-267
5.12484,-0.013819,6.72646,4.14982,-2.4111,1.38491,-10.4452,-5.10168,1.3435,-3.41266,2.11513,-1.03357,-7.1495,-3.26685,2.15714,1.44158,2.7472,0.216771,4.4976,-1.60981,6,4,1.88254e-207,3.78812e-235,1.0553e-198,3.03994e-23,1,2.78961e-301,2.39246e-212,9.47649e-218,0,8.07489e-171
5.50439,-0.476952,3.83012,7.67342,9.49195,5.97546,-10.7103,-3.54119,5.58646,-6.62325,0.304027,-9.33115,-3.44799,-10.2519,6.28595,-8.30901,-3.98409,8.00937,3.76956,-8.54839,8,4,7.1577e-273,0,0,4.40283e-109,1,0,0,0,0,2.51647e-243
7.80856,-3.52111,-2.42878,7.6251,5.01104,5.01408,-7.79627,7.50739,4.40717,11.306,-6.94415,7.47443,-5.08165,1.34083,-6.69916,6.57908,6.79637,0.937085,-1.33217,-6.77363,7,2,0,0,0.527902,6.61659e-63,3.14934e-79,0,2.57185e-220,0.468568,0.00352972,0
-5.48214,2.87046,-0.0187781,-5.15095,8.9809,1.95378,-0.442286,1.88784,3.32562,-3.72041,-2.25706,-5.79853,-7.11548,9.22484,6.48502,0.470076,-5.12301,-4.03576,-8.72008,-0.860368,9,0,1,1.13575e-251,7.22386e-309,3.86207e-125,2.99741e-92,1.17055e-266,8.32017e-259,0,0,1.76948e-268
2.69852,4.55246,1.46049,0.325218,-2.81971,3.26974,-1.5251,8.00995,10.0448,-2.64669,5.2333,0.500006,2.01564,6.98505,-9.44917,-8.474,-8.44723,7.25676,4.8211,7.35559,0,1,3.18038e-252,1,0,1.77303e-41,4.41198e-82,0,0,0,0,1.59332e-309
-3.95819,-2.68348,4.52109,-10.0588,2.79492,2.79463,-4.91619,-7.14946,-3.01707,-4.11757,0.021155,-1.15623,9.88499,-5.79383,-6.95792,-7.41961,3.09391,-5.67424,0.288195,-5.17081,2,9,7.79549e-245,0,0,1.87749e-84,2.6567e-94,6.04307e-164,4.2872e-246,0,0,1
-5.82961,1.39627,1.23674,-3.53752,8.04854,1.773,0.246412,2.30834,4.92144,-4.94898,-2.55434,-7.38403,-7.91201,8.7442,6.29175,0.24786,-4.47106,-3.27876,-8.52808,0.151555,9,0,1,1.22114e-239,2.95223e-305,1.03797e-120,4.27209e-91,2.00079e-261,1.54927e-269,0,0,7.43631e-278
