Principal Components
0.216431,0.186967,0.303162,0.271738,0.343255,0.351861,-0.282437,0.428834,0.378618,0.322183
0.044367,-0.386547,-0.156281,-0.138266,0.573027,0.455942,0.506239,-0.068181,-0.026187,-0.084949
0.494668,-0.106864,0.167527,0.513571,-0.068579,-0.269689,0.386032,-0.380680,0.063630,0.276842
0.414012,0.679860,-0.499825,0.019662,0.068396,0.167774,0.076020,-0.007921,-0.264427,-0.087085
-0.686876,0.373464,0.129333,0.486874,0.129180,0.116722,0.245001,-0.143646,-0.151639,0.031423
-0.225815,0.041705,-0.403151,-0.272783,0.005398,-0.133262,0.106354,-0.033936,0.178731,0.805066
-0.109530,-0.067622,-0.519874,0.320655,0.073644,-0.230535,-0.007548,0.071244,0.647302,-0.357267
-0.014937,-0.442933,-0.392922,0.477360,-0.129411,0.191325,-0.324635,0.180587,-0.449684,0.166608
-0.008100,0.002106,-0.042377,-0.027194,0.042038,0.359316,-0.481247,-0.773817,0.189460,0.015274
-0.003263,-0.003660,-0.008247,0.003222,-0.709775,0.563195,0.317445,0.090596,0.264466,-0.002611

Explained Variance Ratio
0.402421,0.149232,0.120597,0.095548,0.066218,0.060272,0.053657,0.043368,0.007832,0.000856

Scores
0.027930,-0.092601,0.028026,0.003939,-0.012209,-0.048098,-0.008554,-0.036027,0.008613,0.002328
-0.134687,0.065263,0.001328,0.022356,-0.006815,-0.048184,0.010674,0.008963,-0.024026,-0.002074
0.012944,-0.077764,0.035162,0.037647,-0.055360,-0.052929,-0.021997,-0.040107,0.001206,0.002577
0.002344,0.018183,-0.095750,-0.065317,0.012156,0.021180,0.022931,0.017498,0.006557,0.003546
-0.035979,0.038621,-0.002723,0.006540,-0.006345,-0.038745,0.020764,0.050407,-0.002106,0.000519
-0.188659,-0.018125,-0.016048,-0.043768,0.038405,-0.026968,0.043306,-0.003106,0.001499,0.000596
-0.094836,-0.038315,-0.033876,0.052334,0.042397,-0.001853,-0.006136,0.004087,0.009992,-0.005078
0.098739,0.086945,0.024969,0.098277,0.040509,-0.045766,-0.029658,0.030655,0.009361,-0.003759
0.028682,-0.041917,-0.003650,0.020992,-0.026371,-0.018640,-0.069091,-0.046004,0.013031,-0.000887
-0.010091,-0.023444,-0.038736,-0.105145,-0.001190,0.010656,0.035531,-0.040410,0.013461,-0.000762
-0.183421,-0.072874,-0.011024,-0.031286,0.034694,0.025297,0.039161,0.067387,0.020516,-0.004324
0.018879,-0.030087,-0.092887,0.068635,-0.022702,-0.082356,-0.073026,0.031768,-0.026490,-0.009303
-0.075931,0.046683,0.024911,0.004254,-0.017705,-0.023735,0.007368,0.010221,0.000002,0.000557
0.015148,-0.030969,0.004196,0.025681,0.009951,-0.002707,0.032386,-0.039406,0.004564,0.003086
-0.080168,0.086470,0.038892,0.023748,-0.026780,-0.054820,0.011541,-0.011034,-0.014322,0.001712
0.140490,0.045190,-0.094353,0.037687,0.083991,-0.050156,0.065800,0.041987,-0.016811,0.004519
0.007585,0.043394,0.094071,-0.065409,0.033888,0.013237,0.025280,-0.031065,-0.005645,0.002908
0.108838,-0.007068,0.017912,0.059002,-0.009360,-0.041876,0.012544,0.010243,0.014417,0.000957
-0.054993,-0.020372,-0.043023,-0.043287,-0.021193,0.002994,-0.002732,0.022131,0.005194,0.001712
-0.084265,0.044181,-0.015327,-0.025202,-0.006962,-0.016458,0.015675,-0.018117,0.007721,0.002114
-0.095594,-0.013794,-0.017743,-0.031325,-0.014284,0.061317,0.014561,0.020232,0.014599,0.002127
-0.091874,-0.039542,-0.029583,0.025417,0.087259,0.009296,-0.022039,0.005319,-0.000167,-0.005748
-0.079726,0.034232,-0.028510,-0.043368,0.057702,0.002464,-0.028209,0.030862,0.011443,-0.005551
0.179489,-0.083924,0.051840,-0.034281,-0.030636,0.090274,0.026595,-0.051835,-0.020999,-0.023625
-0.061340,-0.011865,-0.043697,-0.069134,0.015362,-0.042816,-0.011185,0.000247,-0.009110,0.001963
0.003923,-0.051082,-0.105357,0.005094,0.019375,0.001190,0.023006,-0.022002,0.007840,0.003322
-0.184828,-0.046787,-0.007481,-0.044538,0.035121,0.066654,0.030771,0.028249,0.004628,0.000768
-0.049697,-0.026312,0.026883,-0.079016,-0.010591,0.028214,-0.058978,-0.022259,0.003657,0.001322
-0.083679,-0.002873,-0.000901,-0.003692,-0.098992,-0.023714,0.006617,-0.024104,0.019974,0.001501
-0.017189,-0.066992,0.155673,0.031851,0.002487,0.046026,0.045431,-0.052361,0.007854,0.001527
-0.055861,0.017026,-0.005187,-0.069695,0.033768,-0.008586,-0.035931,-0.010172,0.010174,-0.000833
-0.164968,0.031072,-0.004616,-0.002004,-0.029884,0.027119,0.008315,-0.021808,0.006905,0.000125
0.124056,-0.139902,-0.018351,-0.030326,-0.022748,-0.054616,-0.065427,0.003303,-0.047108,0.007038
-0.136512,0.025919,0.112270,0.003581,-0.018776,0.038286,0.023448,-0.017071,-0.033663,0.007136
-0.140162,-0.005634,-0.014305,0.017268,-0.062580,-0.020813,0.005479,0.020947,-0.001650,-0.002490
-0.033442,0.089545,0.064662,0.075149,0.000908,0.053423,-0.001935,-0.100962,-0.015456,0.005461
-0.006776,0.021025,0.075008,-0.048798,0.006816,-0.030275,0.055444,-0.018950,0.009913,0.001193
-0.066945,0.007153,0.012303,-0.051136,-0.034772,0.020376,-0.002179,-0.042253,0.003744,0.003975
0.185193,0.020870,0.005176,-0.004571,0.071598,-0.035223,0.023026,-0.009201,-0.005721,-0.001836
0.007287,-0.014953,-0.046407,0.019910,-0.019025,0.020804,-0.024528,-0.066811,0.016282,0.001546
0.115507,0.020419,-0.012262,0.043635,0.030433,0.063093,-0.028390,0.022467,0.017731,0.000491
-0.174464,-0.024739,-0.071992,-0.041868,-0.011178,0.073528,-0.006397,0.000263,-0.009206,0.000799
-0.027654,-0.085126,-0.073311,0.008284,0.026282,-0.009211,0.012985,-0.002090,0.004192,0.002533
-0.085691,0.098869,0.067998,0.002403,-0.017735,0.090693,-0.066080,-0.030727,-0.004991,-0.000853
0.096800,-0.079760,-0.026987,0.005530,-0.035526,-0.057489,-0.010582,-0.022811,-0.014802,0.004377
-0.010149,-0.023366,0.001026,0.071093,0.008629,-0.043396,0.029457,0.009259,0.003913,0.001600
-0.115570,-0.014848,-0.034169,-0.049324,-0.002046,-0.039807,0.035549,-0.013387,0.008215,0.002794
-0.161763,-0.051303,-0.068762,-0.035041,-0.020209,-0.001807,0.057729,0.014098,0.012842,0.002631
-0.040702,0.019469,0.046113,0.105594,-0.001832,-0.022566,-0.020368,0.001850,0.002339,-0.004669
0.061260,-0.068790,-0.084158,-0.004234,0.011971,-0.008239,0.022962,-0.009008,-0.011836,0.004971
-0.049236,-0.023338,0.055932,-0.016320,-0.035613,-0.003047,-0.006029,0.032489,0.012271,0.000350
0.009784,-0.072974,0.036170,0.044237,-0.021808,-0.043140,0.000633,-0.009997,0.000932,0.002661
-0.014617,0.075558,-0.034249,-0.029354,0.035119,-0.001543,-0.002786,0.021788,0.004216,0.000834
0.013468,0.031508,0.045072,-0.014500,0.036573,0.019556,-0.008649,0.079824,-0.003784,0.000153
-0.040883,0.059515,0.017245,-0.044108,0.053921,0.000005,-0.037060,0.010888,0.003963,-0.002228
-0.116622,0.060898,0.009356,-0.004256,0.021208,0.044790,-0.022895,0.015094,-0.028141,-0.001177
-0.015202,-0.037351,-0.029926,-0.086201,-0.017996,-0.010089,0.010974,-0.015911,0.008112,0.003106
-0.205137,-0.027131,0.016101,-0.009334,-0.024222,0.000912,0.022094,-0.004122,-0.014808,0.000479
-0.125906,0.106046,0.132647,0.029878,0.012369,-0.006374,0.068568,-0.031999,-0.047965,0.009923
0.068994,0.057491,0.030676,0.076772,-0.005822,0.014807,0.017629,-0.031170,0.015523,0.000858
-0.164254,-0.017585,0.010720,-0.055041,0.024755,0.008269,-0.013599,-0.016562,-0.005632,-0.000805
0.035773,-0.100595,-0.092924,-0.011879,-0.021693,0.039220,0.006927,-0.023142,-0.019210,0.006377
