,Feature1,Feature2,Label
0,0.4308836448891971,-1.4997080361206363,1.0
1,1.1838636104369042,-1.0618399808940637,1.0
2,-0.49506707674740297,-0.28175660624728005,0.0
3,-0.5652150318154429,-0.24894971266066773,0.0
4,-0.7914273788427159,-0.3934223603372671,0.0
5,-0.36544526220063545,-1.0641924957178737,1.0
6,0.26341984183108796,-1.4861953433092918,1.0
7,-1.3447520788311054,-1.01570357253147,0.0
8,0.937230271993552,-1.3464507975895295,1.0
9,0.024352395182645006,-0.39745011854033485,0.0
10,-0.2726162569669863,-1.0762713435111944,1.0
11,1.2936312348710899,-0.8724283893199288,1.0
12,-1.2365777852488085,-0.8549172690335298,0.0
13,1.2427885845528956,-1.0404406202000236,1.0
14,0.48780002491849334,-0.8689887755721464,0.0
15,0.898058534787622,-1.389841614596997,1.0
16,1.2854502921344406,-0.7912543023446266,1.0
17,-1.113057669769155,-0.6962368133683837,0.0
18,-0.6142265398287935,-0.3420914808296458,0.0
19,0.4277203058317187,-0.8997005548988554,0.0
20,0.680167098398847,-1.4219193288228322,1.0
21,0.5691687824888662,-1.478653434406677,1.0
22,0.6325713269729158,-1.5083914368894935,1.0
23,0.8659857387730933,-1.4310613232186582,1.0
24,1.201913594109284,-0.9576457710082785,1.0
25,-0.6388716076327998,-0.3196740052769298,0.0
26,1.3809426232942317,-0.8758965951627131,1.0
27,1.230711534295464,-0.8267800615847507,1.0
28,0.8868636650797095,-1.3757162789514092,1.0
29,1.0145983763525515,-1.373696322635178,1.0
30,0.3582188476699728,-1.428540253166818,1.0
31,-1.1877373616117668,-0.6680696097238369,0.0
32,1.124898815827599,-1.3746914937969668,1.0
33,0.03732133212556935,-1.366004708532936,1.0
34,0.18357343305100007,-0.4978464607482941,0.0
35,-0.29580847505358077,-0.39323962718723043,0.0
36,-0.5859433810060463,-0.2524986866871632,0.0
37,-0.6464821919392142,-0.2739534753954484,0.0
38,0.4108645038039808,-1.4615218735919169,1.0
39,0.3738210619857273,-0.8758757037903343,0.0
40,1.1048774069185954,-1.0884692477900204,1.0
41,-0.5697297572847809,-0.3950038317859972,0.0
42,1.0696743313709411,-1.167700099793456,1.0
43,-0.2922649940128392,-1.028375748902569,1.0
44,0.21062398746823358,-1.327151342604075,1.0
45,-0.42465648394818506,-0.301818231528591,0.0
46,-0.3929932870532705,-0.3827043934216347,0.0
47,-0.20662851342782024,-0.33679808426003643,0.0
48,-1.3266109405169744,-1.0013947280262367,0.0
49,0.0005715544269020531,-1.4740198669059732,1.0
50,-1.258467704916475,-0.6589345930315332,0.0
51,-1.0805373231137396,-0.4790967437025301,0.0
52,0.5367465863326915,-1.5601007961740472,1.0
53,1.0819378643952084,-1.4097862714587504,1.0
54,-0.9895907215151067,-0.5256977447162768,0.0
55,-1.2548358953327379,-0.9460138482360214,0.0
56,0.3685981341122783,-0.8402843858307822,0.0
57,-0.7383253541715749,-0.35382229702601087,0.0
58,-0.14251304220597888,-0.27975940870308846,0.0
59,-0.26400157956589076,-1.1808651102063141,1.0
60,-1.2880181174104108,-0.7458296492464483,0.0
61,-0.9452602187323501,-0.5780053924306571,0.0
62,-0.7383986039470173,-0.38807222445572315,0.0
63,0.3224704420009488,-0.9512211707585774,0.0
64,-0.32630884448506137,-0.872402946077879,1.0
65,-0.8233471650277231,-0.42157421449114046,0.0
66,-0.17080088607218002,-0.2827322689148495,0.0
67,0.4468412215763369,-1.399825688449667,1.0
